IPOrig,PortOrig,IPResp,PortResp,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
192.168.2.3,38541,13.32.118.248,80,tcp,-,0.026558,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,41178,192.168.2.1,53,udp,dns,0.010101,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,19117,192.168.2.1,53,udp,dns,0.013632,43,111,SF,0,Dd,1,71,1,139,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.05572,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,39734,207.171.178.6,123,udp,-,0.179506,48,48,SF,0,Dd,1,76,1,76,benign
192.168.2.3,34396,207.171.178.6,123,udp,-,0.184303,48,48,SF,0,Dd,1,76,1,76,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,57.279445,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.004418,804,0,S0,0,D,4,916,0,0,benign
169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.004427,804,0,S0,0,D,4,916,0,0,benign
192.168.2.3,44658,52.216.104.43,80,tcp,http,300.115517,292,775,SF,0,ShADadfFr,9,684,7,1486,benign
192.168.2.3,38824,13.32.118.30,80,tcp,-,0.025304,0,0,SF,0,ShAFf,4,216,2,112,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.463227,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,51754,192.168.2.1,53,udp,dns,0.00999,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,31176,192.168.2.1,53,udp,dns,0.031827,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,13571,192.168.2.1,53,udp,dns,0.010036,36,68,SF,0,Dd,1,64,1,96,benign
192.168.2.3,51089,176.32.98.203,80,tcp,http,0.235333,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,52806,176.32.98.203,80,tcp,http,0.247318,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,50959,192.168.2.1,53,udp,dns,0.010353,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,41869,54.239.29.194,443,tcp,ssl,0.76686,1371,6195,SF,0,ShAaDdFf,14,1951,12,6683,benign
192.168.2.3,40199,52.216.233.179,443,tcp,ssl,1.199366,1101,62112,SF,0,ShADadtFRfR,59,3505,56,64465,benign
192.168.2.3,11265,192.168.2.1,53,udp,dns,0.009634,32,48,SF,0,Dd,1,60,1,76,benign
192.168.2.3,56510,192.168.2.1,53,udp,dns,0.011163,37,53,SF,0,Dd,1,65,1,81,benign
192.168.2.3,42409,192.168.2.1,53,udp,dns,0.01085,58,95,SF,0,Dd,1,86,1,123,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.195504,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,32876,52.46.129.41,443,tcp,-,0.107169,53,0,RSTR,0,DRr,2,133,1,40,benign
192.168.2.3,41317,192.168.2.1,53,udp,dns,0.01167,46,62,SF,0,Dd,1,74,1,90,benign
192.168.2.3,42715,72.21.207.143,443,tcp,ssl,160.395705,1674,5380,RSTR,0,ShADadr,11,2134,10,5788,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.80206,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,59800,54.231.81.48,80,tcp,http,300.085893,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
192.168.2.3,38827,13.32.118.30,80,tcp,-,0.026238,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,48690,192.168.2.1,53,udp,dns,0.009836,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,44260,192.168.2.1,53,udp,dns,0.012874,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,33054,52.94.241.86,80,tcp,http,0.2417,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,51558,52.94.241.86,80,tcp,http,0.242098,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,43782,192.168.2.1,53,udp,dns,0.011006,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,17328,192.168.2.1,53,udp,dns,0.011082,40,56,SF,0,Dd,1,68,1,84,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.133894,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,48224,52.94.232.206,443,tcp,ssl,300.013908,3562,4865,SF,0,ShADadfFr,18,4302,16,5517,benign
192.168.2.3,61331,192.168.2.1,53,udp,dns,0.049854,46,62,SF,0,Dd,1,74,1,90,benign
192.168.2.3,42388,54.239.18.122,443,tcp,ssl,28.592532,3733,4865,RSTR,0,ShADadfr,18,4497,17,6001,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.760937,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,42398,52.216.131.3,80,tcp,http,300.143431,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
192.168.2.3,50119,13.32.118.7,80,tcp,-,0.047034,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,51232,192.168.2.1,53,udp,dns,0.013229,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,50422,192.168.2.1,53,udp,dns,0.016149,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,43201,72.21.214.79,80,tcp,http,0.234827,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,36484,72.21.214.79,80,tcp,http,0.242444,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,24555,192.168.2.1,53,udp,dns,0.011653,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,34337,192.168.2.1,53,udp,dns,0.011728,40,56,SF,0,Dd,1,68,1,84,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.503357,3000,0,S0,0,D,10,3280,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,57.499586,3000,0,S0,0,D,10,3280,0,0,benign
169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.010957,804,0,S0,0,D,4,916,0,0,benign
192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.010967,804,0,S0,0,D,4,916,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.530458,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,50120,13.32.118.7,80,tcp,-,0.024746,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,45033,52.216.168.107,80,tcp,http,300.133906,292,775,SF,0,ShADadfFr,9,684,7,1486,benign
192.168.2.3,56096,192.168.2.1,53,udp,dns,0.01088,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,8495,192.168.2.1,53,udp,dns,0.022367,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,55611,192.168.2.1,53,udp,dns,0.00944,36,68,SF,0,Dd,1,64,1,96,benign
192.168.2.3,24715,192.168.2.1,53,udp,dns,0.000481,36,68,SF,0,Dd,1,64,1,96,benign
192.168.2.3,41223,52.94.241.86,80,tcp,http,0.227964,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,54312,52.94.241.86,80,tcp,http,0.237846,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,55148,192.168.2.1,53,udp,dns,0.009366,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,11625,192.168.2.1,53,udp,dns,0.007042,40,56,SF,0,Dd,1,68,1,84,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.423898,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,50136,54.239.27.11,443,tcp,-,0.11664,241,92,OTH,0,DdA,2,321,1,132,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.607918,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,38830,13.32.118.30,80,tcp,-,0.026583,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,33969,52.216.131.91,80,tcp,http,300.123515,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
192.168.2.3,51688,192.168.2.1,53,udp,dns,0.0101,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,41739,192.168.2.1,53,udp,dns,0.012391,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,37415,72.21.214.79,80,tcp,http,0.242216,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,46120,72.21.214.79,80,tcp,http,0.242231,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,50621,192.168.2.1,53,udp,dns,0.011512,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,19906,192.168.2.1,53,udp,dns,0.011652,40,56,SF,0,Dd,1,68,1,84,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.178706,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,27354,192.168.2.1,53,udp,dns,0.009522,46,62,SF,0,Dd,1,74,1,90,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.675979,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,50122,13.32.118.7,80,tcp,-,0.041231,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,44675,52.216.230.235,80,tcp,http,300.124925,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
192.168.2.3,50001,192.168.2.1,53,udp,dns,0.011154,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,59636,192.168.2.1,53,udp,dns,0.013478,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,49909,176.32.98.203,80,tcp,http,0.226177,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,56695,176.32.98.203,80,tcp,http,0.234826,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,38449,192.168.2.1,53,udp,dns,0.010319,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,59537,192.168.2.1,53,udp,dns,0.009638,40,56,SF,0,Dd,1,68,1,84,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.807971,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,55830,52.94.228.52,443,tcp,ssl,8.667421,3733,4865,S3,0,ShADadf,18,4497,16,5961,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,61.292218,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.1,5353,224.0.0.251,5353,udp,dns,0.10099,283,0,S0,0,D,2,339,0,0,benign
169.254.15.115,5353,224.0.0.251,5353,udp,dns,0.100984,412,0,S0,0,D,2,468,0,0,benign
192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.000767,804,0,S0,0,D,4,916,0,0,benign
169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.000784,804,0,S0,0,D,4,916,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.183741,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,38832,13.32.118.30,80,tcp,-,0.034599,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,47610,52.216.130.235,80,tcp,http,300.121241,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
192.168.2.3,24966,192.168.2.1,53,udp,dns,0.010133,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,45176,192.168.2.1,53,udp,dns,0.041282,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,11128,192.168.2.1,53,udp,dns,0.010379,36,68,SF,0,Dd,1,64,1,96,benign
192.168.2.3,21221,192.168.2.1,53,udp,dns,0.006506,36,68,SF,0,Dd,1,64,1,96,benign
192.168.2.3,55901,176.32.98.203,80,tcp,http,0.242884,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,38291,176.32.98.203,80,tcp,http,0.242888,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,54828,192.168.2.1,53,udp,dns,0.0099,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,10325,192.168.2.1,53,udp,dns,0.009966,40,56,SF,0,Dd,1,68,1,84,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.700847,3000,0,S0,0,D,10,3280,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.444808,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,55830,52.94.228.52,443,tcp,-,0.115184,53,0,RSTR,0,DRr,2,133,1,40,benign
192.168.2.3,45152,192.168.2.1,53,udp,dns,0.011531,46,62,SF,0,Dd,1,74,1,90,benign
192.168.2.3,42749,52.216.134.83,80,tcp,http,300.143349,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
192.168.2.3,36285,13.32.118.117,80,tcp,-,0.021838,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,9337,192.168.2.1,53,udp,dns,0.011005,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,13084,192.168.2.1,53,udp,dns,0.010222,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,54800,52.94.241.86,80,tcp,http,0.260401,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,38431,52.94.241.86,80,tcp,http,0.263685,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,36700,192.168.2.1,53,udp,dns,0.012904,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,47037,192.168.2.1,53,udp,dns,0.004903,40,56,SF,0,Dd,1,68,1,84,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.495811,3000,0,S0,0,D,10,3280,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.090313,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,49431,54.239.31.37,443,tcp,ssl,299.938978,3818,4865,SF,0,ShADadfFr,20,4662,18,6041,benign
192.168.2.3,35113,192.168.2.1,53,udp,dns,0.011966,46,62,SF,0,Dd,1,74,1,90,benign
192.168.2.3,38552,13.32.118.248,80,tcp,-,0.026592,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,47897,52.216.18.80,80,tcp,http,300.162899,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
192.168.2.3,26462,192.168.2.1,53,udp,dns,0.010128,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,39156,192.168.2.1,53,udp,dns,0.011338,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,47112,52.94.241.86,80,tcp,http,0.236557,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,59218,52.94.241.86,80,tcp,http,0.228112,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,21717,192.168.2.1,53,udp,dns,0.010973,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,57431,192.168.2.1,53,udp,dns,0.00333,40,56,SF,0,Dd,1,68,1,84,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,57.946481,3000,0,S0,0,D,10,3280,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.287607,3000,0,S0,0,D,10,3280,0,0,benign
169.254.15.115,5353,224.0.0.251,5353,udp,dns,19.07861,1329,0,S0,0,D,11,1637,0,0,benign
192.168.2.1,5353,224.0.0.251,5353,udp,dns,19.07858,1329,0,S0,0,D,11,1637,0,0,benign
169.254.15.115,5353,224.0.0.251,5353,udp,dns,16.868713,450,0,S0,0,D,6,618,0,0,benign
192.168.2.1,5353,224.0.0.251,5353,udp,dns,16.86879,450,0,S0,0,D,6,618,0,0,benign
192.168.2.3,51044,52.46.156.47,443,tcp,ssl,8.698551,5082,4865,S3,0,ShADadf,19,5886,18,6041,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.701389,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,50126,13.32.118.7,80,tcp,-,0.037223,0,0,SF,0,ShAFf,4,216,2,112,benign
192.168.2.3,48644,54.231.120.227,80,tcp,http,300.125027,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
192.168.2.3,40539,192.168.2.1,53,udp,dns,0.010185,47,111,SF,0,Dd,1,75,1,139,benign
192.168.2.3,25810,192.168.2.1,53,udp,dns,0.011297,43,111,SF,0,Dd,1,71,1,139,benign
192.168.2.3,28097,192.168.2.1,53,udp,dns,0.010643,36,68,SF,0,Dd,1,64,1,96,benign
192.168.2.3,5773,192.168.2.1,53,udp,dns,0.0042,36,68,SF,0,Dd,1,64,1,96,benign
192.168.2.3,50136,54.239.27.11,443,tcp,-,0.115123,241,92,OTH,0,DdA,2,321,1,132,benign
192.168.2.3,55013,176.32.98.203,80,tcp,http,0.228273,135,238,SF,0,ShADafF,4,315,4,406,benign
192.168.2.3,34940,176.32.98.203,80,tcp,http,0.230678,157,371,SF,0,ShADafF,4,337,4,539,benign
192.168.2.3,17860,192.168.2.1,53,udp,dns,0.009876,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,30996,192.168.2.1,53,udp,dns,0.007966,40,56,SF,0,Dd,1,68,1,84,benign
192.168.2.3,51044,52.46.156.47,443,tcp,-,0.107446,53,0,RSTR,0,DRr,2,133,1,40,benign
192.168.2.3,47764,192.168.2.1,53,udp,dns,0.013025,46,62,SF,0,Dd,1,74,1,90,benign
192.168.2.3,52146,72.21.207.87,443,tcp,ssl,22.846393,3493,4865,RSTR,0,ShADadfr,17,4217,17,6001,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.41052,3000,0,S0,0,D,10,3280,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.834022,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,36786,52.216.65.248,80,tcp,http,23.30271,146,775,S3,0,ShADadf,6,406,5,987,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.997716,3000,0,S0,0,D,10,3280,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.711646,3000,0,S0,0,D,10,3280,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.079547,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.3,60550,52.94.240.174,443,tcp,ssl,11851.21439,454656,203543,S3,0,ShADadft,1851,528817,1289,256916,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.60502,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.010564,804,0,S0,0,D,4,916,0,0,benign
169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.010363,804,0,S0,0,D,4,916,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.098614,3000,0,S0,0,D,10,3280,0,0,benign
192.168.2.1,5353,224.0.0.251,5353,udp,dns,4.014273,225,0,S0,0,D,3,309,0,0,benign
169.254.15.115,5353,224.0.0.251,5353,udp,dns,4.014302,225,0,S0,0,D,3,309,0,0,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.433315,3000,0,S0,0,D,10,3280,0,0,benign
192.168.69.129,5353,224.0.0.251,5353,udp,dns,11.161642,6256,0,S0,0,D,23,6900,0,0,benign
192.168.69.73,5353,224.0.0.251,5353,udp,dns,4.094252,396,0,S0,0,D,3,480,0,0,benign
192.168.69.192,5353,224.0.0.251,5353,udp,dns,13.204997,5415,0,S0,0,D,18,5919,0,0,benign
192.168.69.73,5353,224.0.0.251,5353,udp,dns,3.993623,548,0,S0,0,D,3,632,0,0,benign
192.168.69.192,68,192.168.69.1,67,udp,dhcp,1.038254,0,1096,SHR,0,^d,0,0,2,1152,benign
0.0.0.0,68,255.255.255.255,67,udp,dhcp,95.484292,3900,0,S0,0,D,13,4264,0,0,benign
192.168.69.200,5353,224.0.0.251,5353,udp,dns,5.017801,2538,0,S0,0,D,11,2846,0,0,benign
192.168.69.129,5353,224.0.0.251,5353,udp,dns,1.945048,402,0,S0,0,D,2,458,0,0,benign
192.168.69.192,5353,224.0.0.251,5353,udp,dns,2.997379,557,0,S0,0,D,3,641,0,0,benign
192.168.69.178,5353,224.0.0.251,5353,udp,dns,13.107329,3011,0,S0,0,D,11,3319,0,0,benign
192.168.69.73,5353,224.0.0.251,5353,udp,dns,2.561866,559,0,S0,0,D,3,643,0,0,benign
192.168.69.73,5353,224.0.0.251,5353,udp,dns,2.867352,441,0,S0,0,D,3,525,0,0,benign
192.168.69.192,5353,224.0.0.251,5353,udp,dns,4.696996,910,0,S0,0,D,4,1022,0,0,benign
192.168.69.129,5353,224.0.0.251,5353,udp,dns,4.709873,750,0,S0,0,D,4,862,0,0,benign
192.168.69.178,5353,224.0.0.251,5353,udp,dns,39.117232,6164,0,S0,0,D,30,7004,0,0,benign
192.168.69.129,5353,224.0.0.251,5353,udp,dns,13.621151,1137,0,S0,0,D,5,1277,0,0,benign
192.168.69.192,5353,224.0.0.251,5353,udp,dns,13.654073,1137,0,S0,0,D,5,1277,0,0,benign
192.168.69.200,5353,224.0.0.251,5353,udp,dns,12.491572,3274,0,S0,0,D,15,3694,0,0,benign
192.168.69.241,5353,224.0.0.251,5353,udp,dns,2.253751,1798,0,S0,0,D,8,2022,0,0,benign
192.168.1.193,30535,197.39.246.105,8081,tcp,,0.116938,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,123,37.187.104.44,123,udp,,0.000012,96,0,S0,0,D,2,152,0,0,benign
192.168.1.193,123,46.28.109.26,123,udp,,0.000005,96,0,S0,0,D,2,152,0,0,benign
192.168.1.193,30535,197.52.107.209,8081,tcp,,1.111392,0,0,REJ,0,Sr,6,240,2,80,benign
192.168.1.193,30535,197.48.152.38,8081,tcp,,1.084891,0,0,REJ,0,Sr,6,240,2,80,benign
192.168.1.193,24159,197.184.26.218,8081,tcp,,0.241866,0,0,RSTO,0,ShR,4,160,2,88,benign
192.168.1.193,24159,2.0.31.145,8081,tcp,,0.059977,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,217.21.67.81,8081,tcp,,0.049727,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,197.38.40.95,8081,tcp,,0.099964,0,0,REJ,0,Sr,6,240,2,80,benign
192.168.1.193,30535,217.211.234.220,8081,tcp,,1.042663,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,24159,197.34.72.232,8081,tcp,,0.086209,0,0,REJ,0,Sr,6,240,2,80,benign
192.168.1.193,30535,197.9.14.192,8081,tcp,,0.777811,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,217.193.179.185,8081,tcp,,0.06598,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,30535,197.33.110.184,8081,tcp,,0.11669,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,197.99.36.137,8081,tcp,,0.244116,0,0,RSTO,0,ShR,6,240,2,88,benign
192.168.1.193,30535,217.196.243.254,8081,tcp,,0.039732,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,197.220.24.217,8081,tcp,,0.211885,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,217.108.15.211,8081,tcp,,0.143665,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,217.7.172.244,8081,tcp,,0.038479,0,0,REJ,0,Sr,8,320,2,80,benign
192.168.1.193,24159,197.35.201.129,8081,tcp,,0.092201,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,217.149.86.19,8081,tcp,,0.03948,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,197.58.60.171,8081,tcp,,1.084149,0,0,REJ,0,Sr,10,400,2,80,benign
192.168.1.193,30535,197.8.163.223,8081,tcp,,0.091703,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,24159,217.230.104.10,8081,tcp,,4.629377,0,0,RSTO,0,ShR,8,320,4,176,benign
192.168.1.193,24159,2.0.31.145,8081,tcp,,0.061467,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,37930,217.230.104.10,8081,tcp,http,3.17095,749,192,SF,0,ShADFadfRR,16,2330,8,816,benign
192.168.1.193,24159,197.54.45.196,8081,tcp,,0.080211,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,197.55.169.73,8081,tcp,,0.088203,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,197.33.156.149,8081,tcp,,0.094204,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,217.58.247.56,8081,tcp,,0.036232,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,197.59.205.215,8081,tcp,,0.114691,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,197.44.52.164,8081,tcp,,0.104947,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,123,80.79.25.111,123,udp,,0.000005,96,0,S0,0,D,2,152,0,0,benign
192.168.1.193,30535,217.215.46.133,8081,tcp,,0.053975,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,123,5.1.56.123,123,udp,,0.000005,96,0,S0,0,D,2,152,0,0,benign
192.168.1.193,24159,197.59.8.110,8081,tcp,,1.087907,0,0,REJ,0,Sr,14,560,2,80,benign
192.168.1.193,24159,197.47.66.73,8081,tcp,,0.08946,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,30535,217.10.107.10,8081,tcp,,0.054494,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,30535,197.232.30.45,8081,tcp,,0.2164,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,30535,197.45.180.16,8081,tcp,,0.113193,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,217.182.132.63,8081,tcp,,0.031485,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,197.56.113.153,8081,tcp,,0.103221,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,197.8.121.198,8081,tcp,,0.323562,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,197.149.31.220,8081,tcp,,0.253114,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,123,194.182.80.233,123,udp,,0.000013,96,0,S0,0,D,2,152,0,0,benign
192.168.1.193,30535,197.52.68.56,8081,tcp,,1.103129,0,0,REJ,0,Sr,6,240,2,80,benign
192.168.1.193,30535,197.114.248.39,8081,tcp,,0.089721,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,24159,197.39.140.9,8081,tcp,,1.088389,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,30535,217.91.204.127,8081,tcp,,0.043219,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,197.39.218.35,8081,tcp,,0.114954,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,197.49.29.77,8081,tcp,,0.119939,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,123,194.182.80.233,123,udp,,0.000005,96,0,S0,0,D,2,152,0,0,benign
192.168.1.193,24159,217.173.109.210,8081,tcp,,0.071217,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,30535,217.79.13.66,8081,tcp,,0.052472,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,217.54.142.241,8081,tcp,,1.085889,0,0,REJ,0,Sr,6,240,2,80,benign
192.168.1.193,123,194.182.80.233,123,udp,,0.000004,96,0,S0,0,D,2,152,0,0,benign
192.168.1.193,30535,197.128.115.71,8081,tcp,,1.64057,0,0,REJ,0,Sr,4,160,2,80,benign
192.168.1.193,24159,197.220.9.165,8081,tcp,,0.214389,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,24159,197.43.45.38,8081,tcp,,0.099959,0,0,REJ,0,Sr,2,80,2,80,benign
192.168.1.193,30535,217.139.141.198,8081,tcp,,0.068967,0,0,REJ,0,Sr,4,160,2,80,benign
